Clause ID,Clause Title,Regulation,SOP ID,SOP Title,Business Unit,Compliance Level,Severity,Evidence Quote,Gap Description,Remediation,Reasoning
HIPAA-ADM-3,Workforce Security,HIPAA Security Rule,SOP-ISEC-001,Information Security Policy Framework,Information Security,gap,critical,,"The SOP-ISEC-001 — Information Security Policy Framework does not contain any policies or procedures addressing workforce security, specifically the authorization, supervision, or termination of access to electronic protected health information (ePHI) for workforce members, as required by 45 CFR § 164.308(a)(3). The document focuses on policy lifecycle management and data classification but omits the required standard entirely.","Develop and implement a dedicated 'Workforce Security Policy' (or integrate into an existing access control policy) that addresses the HIPAA-ADM-3 standard. This must include procedures for authorizing ePHI access based on job role, supervising access, and promptly terminating access upon role change or employment termination. Ensure this new policy follows the lifecycle defined in SOP-ISEC-001 and is acknowledged by all workforce members.","The regulation clause mandates the implementation of policies and procedures to ensure appropriate workforce access to ePHI and prevent unauthorized access. The provided SOP evidence covers policy development, review, and data handling but contains no mention of workforce access authorization, supervision, or termination procedures. This is a complete absence of the required control, constituting a critical gap."
HIPAA-ADM-6,Security Incident Procedures,HIPAA Security Rule,SOP-ISEC-009,Cloud Security Standards,Information Security,gap,critical,"Incident Response (Cloud) — Detect, investigate, and contain cloud security incidents per SOP-ISEC-002.","SOP-ISEC-009 does not contain any policies or procedures for identifying, responding to, or reporting security incidents as required by 45 CFR § 164.308(a)(6). It merely references an external SOP (SOP-ISEC-002) for cloud incident response, but provides no incident response procedures, reporting mechanisms, or mitigation steps within its own scope. The regulation requires the entity to implement its own policies and procedures; a bare reference to another document without detailing or incorporating those procedures is insufficient, especially given the 2026 enforcement focus on acting on risks rather than just documenting them.","Incorporate explicit security incident response and reporting procedures directly into SOP-ISEC-009 or formally integrate the full content of SOP-ISEC-002 by reference with a clear statement that its procedures are adopted as part of this SOP. At minimum, include: (1) a definition of what constitutes a cloud security incident, (2) step-by-step detection, investigation, containment, and eradication procedures, (3) internal and external reporting timelines and escalation paths, and (4) post-incident review and documentation requirements. Ensure these procedures are tested and updated based on risk assessments.","The regulation mandates that covered entities implement policies and procedures to address security incidents, including response and reporting. SOP-ISEC-009 contains no substantive incident response content; it only assigns RACI roles for cloud incident response and defers entirely to SOP-ISEC-002. This is a critical gap because the SOP itself lacks the required procedures, and OCR's 2026 enforcement guidance emphasizes that documented risks without action are a primary finding. The absence of any incident response procedures within the assessed SOP means Meridian cannot demonstrate compliance with the implementation specification for response and reporting."
HIPAA-ADM-5,Security Awareness and Training,HIPAA Security Rule,SOP-ISEC-009,Cloud Security Standards,Information Security,gap,critical,,"The SOP-ISEC-009 Cloud Security Standards document contains no mention of a security awareness and training program, no training requirements, no training frequency, no training content specifications, and no procedures for ensuring all workforce members including management receive security training. The document is entirely focused on technical cloud security controls (AWS account structure, IAM, etc.) without addressing the administrative safeguard requirement for workforce training.","Develop and implement a comprehensive security awareness and training program SOP that: 1) defines annual training requirements for all workforce members including management, 2) specifies training content covering HIPAA security policies, procedures, and reporting requirements, 3) establishes procedures for delivering training upon hire and annually thereafter, 4) includes triggers for additional training when significant changes occur, 5) documents tracking and verification mechanisms, and 6) defines consequences for non-compliance. This should be a standalone SOP or integrated into existing security program documentation with clear cross-references from technical SOPs.","The regulation clause HIPAA-ADM-5 requires implementation of a security awareness and training program for all workforce members including management under 45 CFR § 164.308(a)(5). The provided SOP evidence (SOP-ISEC-009) focuses exclusively on cloud security technical controls and contains zero references to security awareness training, training programs, workforce education, or any training-related procedures. This represents a complete absence of the required administrative safeguard, which is a critical gap as the regulation mandates this as a required standard—not addressable—for all covered entities and business associates."
HIPAA-PHY-1,Facility Access Controls,HIPAA Security Rule,SOP-ISEC-012,Security Logging and Monitoring,Information Security,gap,critical,,"The SOP 'SOP-ISEC-012 — Security Logging and Monitoring' does not contain any policies, procedures, or controls addressing the limitation of physical access to electronic information systems or the facilities housing them, as required by 45 CFR § 164.310(a)(1). The document is entirely focused on technical logging and monitoring controls.","Develop and implement a separate, dedicated SOP for Facility Access Controls that includes, at a minimum: a formal policy for authorizing and validating physical access to data centers and server rooms; procedures for visitor management and escorting; a process for reviewing physical access logs; and controls for securing workstations and mobile devices that access ePHI. This SOP should be mapped to the HIPAA Physical Safeguards standard at § 164.310(a).","The provided SOP evidence is exclusively scoped to security logging and monitoring (technical safeguards under § 164.312). It contains no mention of physical access controls, facility security, or the procedures required to limit physical access to systems housing ePHI. This represents a complete absence of the required control for a high-risk area, directly contradicting the enforcement focus on risk management and access control for 2026. The gap is critical because without such controls, unauthorized physical access to systems could lead to a catastrophic breach of ePHI."
HIPAA-PHY-2,Workstation Use and Security,HIPAA Security Rule,SOP-ISEC-004,Endpoint Protection and Management,Information Security,gap,critical,,"The SOP-ISEC-004 does not contain any policies or procedures that specify the proper functions to be performed on workstations, the manner in which those functions are to be performed, or the physical attributes of the surroundings for workstations that access ePHI, as required by § 164.310(b). It also lacks any physical safeguards to restrict access to authorized users for those workstations, as required by § 164.310(c).","Develop and implement a dedicated policy (or integrate into this SOP) that explicitly defines: (1) authorized workstation functions (e.g., permitted applications, prohibited activities like personal use); (2) the manner of performing functions (e.g., mandatory log-off procedures, screen lock requirements); (3) physical attributes of the surroundings (e.g., privacy screens, positioning away from public view, securing in locked rooms); and (4) physical access controls (e.g., cable locks, docking station locks, secure storage) to restrict workstation access to authorized users only.","The regulation requires specific policies for workstation use and security. The provided SOP focuses exclusively on endpoint provisioning, configuration, and encryption, which are technical safeguards. It completely omits the required administrative policies governing how workstations are used and physically secured in their environment, representing a fundamental gap in compliance with the Physical Safeguards standard."
HIPAA-PHY-3,Device and Media Controls,HIPAA Security Rule,SOP-ISEC-002,Access Control and Identity Management,Information Security,gap,critical,,"The SOP SOP-ISEC-002 — Access Control and Identity Management does not contain any policies, procedures, or commitments addressing the receipt and removal of hardware and electronic media containing ePHI, as required by the Device and Media Controls standard under 45 CFR § 164.310(d). The document is entirely focused on logical access controls and identity management.","Develop and implement a new, dedicated policy or a separate section within a physical safeguards SOP that explicitly addresses the receipt and removal of hardware and electronic media containing ePHI. This policy must include procedures for: 1) Authorizing and logging the receipt of new hardware/media; 2) Sanitizing or securely destroying ePHI before media is removed from the facility or reused; 3) Maintaining a formal, auditable chain of custody for media movement; and 4) Defining roles and responsibilities for these activities.","The regulation clause HIPAA-PHY-3 specifically requires policies governing the receipt and removal of hardware and electronic media that contain ePHI. The provided SOP evidence (SOP-ISEC-002) exclusively covers logical access control and identity management principles, with no mention of physical media handling, hardware receipt, or media removal procedures. This represents a complete absence of the required control for a high-risk area involving physical ePHI storage, which is a critical gap."
HIPAA-ADM-2,Assigned Security Responsibility,HIPAA Security Rule,SOP-ISEC-014,Mobile Device Management,Information Security,gap,critical,The MDM Engineering team (Responsible) and the Chief Information Security Officer (Accountable) represent a logical separation.,"The SOP does not identify a specific security official responsible for developing and implementing the security policies and procedures required by the HIPAA Security Rule. While the CISO is mentioned in the context of separation of duties for MDM configuration changes, there is no explicit designation of a security official with overall responsibility for the entity's security program as required by § 164.308(a)(2).","Amend the SOP to include an explicit statement identifying the named individual (e.g., Chief Information Security Officer [Name]) or organizational position responsible for the development and implementation of all security policies and procedures required by 45 CFR Part 164, Subpart C. This designation should be documented in a standalone section or incorporated into the policy statements.","The regulation requires the covered entity to identify a specific security official responsible for developing and implementing security policies and procedures. The SOP only references the CISO in a limited capacity related to MDM configuration approvals, which does not satisfy the requirement for a formal, overarching assignment of security responsibility. This is a complete absence of the required control for a foundational administrative safeguard, constituting a critical gap that would likely result in a regulatory finding during an audit."
HIPAA-ADM-4,Information Access Management,HIPAA Security Rule,SOP-ISEC-005,Vulnerability Management and Patching,Information Security,gap,critical,,"The SOP-ISEC-005 Vulnerability Management and Patching document does not contain any policies or procedures for authorizing access to ePHI, including access establishment, modification, workforce clearance, or termination procedures as required by HIPAA-ADM-4. The SOP is entirely focused on vulnerability management and patching, with no mention of information access management controls.","Develop and implement a dedicated Information Access Management policy that addresses: (1) procedures for authorizing and establishing access to ePHI based on job role and minimum necessary principle; (2) workforce clearance procedures to verify access appropriateness; (3) procedures for modifying access when roles change; and (4) termination procedures to immediately revoke access when employment ends. This should be documented in a separate SOP (e.g., SOP-ISEC-003 Access Control and Privileged Account Management) or a new dedicated policy, and cross-referenced in the vulnerability management SOP.","The regulation clause HIPAA-ADM-4 specifically requires policies and procedures for authorizing access to ePHI, including access establishment, modification, workforce clearance, and termination procedures. The provided SOP (SOP-ISEC-005) is a vulnerability management and patching document that does not address any of these required access management controls. While Section 10 references SOP-ISEC-003 for access control, the evidence provided does not demonstrate that the required policies exist or are implemented. This represents a complete absence of the required control in the assessed documentation, constituting a critical gap."
HIPAA-ADM-8,Evaluation,HIPAA Security Rule,SOP-ISEC-002,Access Control and Identity Management,Information Security,gap,critical,,"The SOP-ISEC-002 is entirely focused on Access Control and Identity Management. It contains no policy statements, procedures, or commitments related to performing periodic technical and nontechnical evaluations of security policies and procedures to establish the extent to which they meet Security Rule requirements, as mandated by HIPAA-ADM-8. There is no mention of an evaluation process, frequency, scope, or documentation.","Develop and implement a new, dedicated SOP (e.g., SOP-ISEC-008) for the HIPAA Security Evaluation standard. This SOP must define the periodic evaluation process, including: 1) The frequency of evaluations (e.g., annually and upon significant environmental/operational changes); 2) The scope covering both technical (e.g., system configurations, vulnerability scans) and nontechnical (e.g., policy and procedure review) evaluations; 3) The methodology for assessing compliance with all HIPAA Security Rule requirements; 4) Roles and responsibilities for conducting and reviewing the evaluation; and 5) A requirement to document the evaluation results, findings, and remediation plans. The process must also incorporate the upcoming 2026 requirements for reviewing written asset inventories and network maps as part of the evaluation.","The provided SOP evidence (SOP-ISEC-002) exclusively addresses access control and identity management policies. It contains no provisions whatsoever for the periodic technical and nontechnical evaluation of the overall security program's compliance with the HIPAA Security Rule, which is the core requirement of § 164.308(a)(8). This represents a complete absence of a required administrative safeguard, constituting a critical gap. The regulation mandates a specific evaluation process, and its total omission from the documented policies means the entity cannot demonstrate compliance with this standard."
HIPAA-ADM-7,Contingency Plan,HIPAA Security Rule,SOP-ITOP-007,Business Continuity Planning,IT Operations & Infrastructure,gap,critical,,"The SOP (SOP-ITOP-007) focuses entirely on Business Continuity Planning (BCP), including Business Impact Analysis and continuity strategy development, but contains no policies or procedures for responding to an emergency that damages systems containing ePHI. Specifically, it lacks required implementation specifications: a data backup plan, a disaster recovery plan, an emergency mode operation plan, and testing and revision procedures. The SOP references a separate document (SOP-ITOP-004) for application-level RTOs but does not establish the required contingency plan elements as mandated by 45 CFR § 164.308(a)(7).",Develop and implement a comprehensive Contingency Plan SOP that explicitly addresses all required implementation specifications under 45 CFR § 164.308(a)(7): (1) Data Backup Plan with procedures for creating and maintaining retrievable exact copies of ePHI; (2) Disaster Recovery Plan with procedures to restore any loss of data; (3) Emergency Mode Operation Plan with procedures to enable continuation of critical business processes for protection of ePHI while operating in emergency mode; and (4) Testing and Revision Procedures with periodic testing and revision of contingency plans. This plan must be distinct from the BCP and directly reference systems containing ePHI.,"The regulation requires establishing policies and procedures for responding to emergencies that damage systems containing ePHI, including specific implementation specifications for data backup, disaster recovery, emergency mode operations, and testing. The provided SOP (SOP-ITOP-007) addresses business continuity planning and strategy development but does not contain the required contingency plan elements. The absence of these critical components represents a complete gap in compliance, as the SOP does not establish the mandated procedures for protecting ePHI during and after an emergency."
HIPAA-ADM-5,Security Awareness and Training,HIPAA Security Rule,SOP-DGP-008,Consent Management,Data Governance & Privacy,gap,critical,,"The SOP-DGP-008 Consent Management document contains no mention of a security awareness and training program, no training requirements, no training frequency, and no assignment of training responsibilities for any workforce members, including management.","Develop and implement a standalone Security Awareness and Training SOP or integrate a comprehensive training section into existing SOPs. This must mandate annual HIPAA security awareness training for all workforce members (including management, contractors, and business associates), define training content covering security risks and safeguards, specify procedures for training upon significant system or policy changes, and assign clear ownership for program delivery and documentation.","The regulation clause HIPAA-ADM-5 mandates a security awareness and training program for all workforce members, which is a required administrative safeguard. The provided SOP evidence (SOP-DGP-008) is entirely focused on consent management and contains no provisions, roles, or procedures related to security awareness or training. This represents a complete absence of the required control, constituting a critical gap."
HIPAA-ADM-3,Workforce Security,HIPAA Security Rule,SOP-ISEC-004,Endpoint Protection and Management,Information Security,gap,critical,,"The SOP-ISEC-004 focuses entirely on endpoint provisioning, configuration, and EDR operations. It contains no policies or procedures addressing workforce security as required by 45 CFR § 164.308(a)(3). Specifically, there is no mention of authorization and/or supervision for access to ePHI, no process for determining appropriate access levels for workforce members, and no mechanism to prevent unauthorized workforce members from obtaining access to ePHI.","Develop and implement a dedicated Workforce Security policy that includes: (1) procedures for authorizing and supervising workforce access to ePHI based on job roles; (2) a process for granting, modifying, and revoking access to ePHI upon role change or termination; (3) periodic access reviews to ensure appropriateness; and (4) integration with the existing endpoint provisioning process to ensure access controls are applied before device handover.","The assessed SOP covers technical endpoint security controls but completely omits the administrative safeguard of workforce security. The regulation requires policies and procedures to ensure appropriate access to ePHI and prevent unauthorized access, which are absent from this document. This is a critical gap because without such controls, there is no documented mechanism to ensure only authorized personnel can access ePHI, directly violating the standard at 45 CFR § 164.308(a)(3)(i)."
HIPAA-PHY-1,Facility Access Controls,HIPAA Security Rule,SOP-ISEC-013,Physical Security Controls,Information Security,compliant,info,Meridian Boston HQ utilizes the following layered access zones managed via ACAMS: ... Zone 4 – Data Center Suite & MDF Rooms: Mantrap interlock. Badge + Biometric + PIN (MFA). Access logged and reviewed weekly.,,,"The SOP demonstrates comprehensive facility access controls that directly implement policies and procedures to limit physical access to electronic information systems. It defines layered security zones with escalating authentication requirements (badge, PIN, biometric, MFA) for areas housing electronic systems, such as the Data Center Suite and MDF rooms. Additionally, it includes quarterly access reviews, visitor management with escort requirements, and a tailgating policy, all of which ensure properly authorized access while limiting unauthorized physical entry, fully satisfying the HIPAA standard."
HIPAA-ADM-6,Security Incident Procedures,HIPAA Security Rule,SOP-ISEC-010,Application Security Testing,Information Security,gap,critical,,"The SOP (SOP-ISEC-010) is entirely focused on Application Security Testing. It contains no policies or procedures for identifying, responding to, and reporting security incidents as required by 45 CFR § 164.308(a)(6). The SOP references SOP-ISEC-002 for incident response, but does not itself establish the required administrative safeguard.","Develop and implement a standalone Security Incident Procedures policy, or integrate the required content directly into this SOP. This must include, at a minimum, formal procedures for: (1) identifying suspected and known security incidents; (2) responding to incidents, including immediate containment and mitigation steps; and (3) reporting incidents internally and, where applicable, to external parties. This policy must be distinct from the application testing procedures and should be the primary document referenced by other SOPs.","The regulation requires the implementation of policies and procedures to address security incidents. The provided SOP is scoped to application security testing and, while it mentions incident response in control CC7.4-AST-01, it defers entirely to another SOP (SOP-ISEC-002) for the actual incident management process. This SOP does not contain the required incident response and reporting procedures, representing a complete absence of the required control within the assessed document. The 2026 enforcement guidance emphasizes acting on risks, but the foundational policy must first be present."
HIPAA-ADM-4,Information Access Management,HIPAA Security Rule,SOP-ISEC-021,Supply Chain Security,Information Security,gap,critical,,"The SOP 'SOP-ISEC-021 — Supply Chain Security' focuses exclusively on vendor/supply chain risk management and does not contain any policies or procedures for authorizing access to ePHI, including access establishment, modification, workforce clearance, or termination procedures as required by HIPAA-ADM-4.",Develop and implement a dedicated Information Access Management policy (or integrate into an existing access control SOP) that explicitly addresses: (1) procedures for authorizing and modifying access to ePHI based on role or job function; (2) workforce clearance procedures to verify access appropriateness; and (3) termination procedures to promptly revoke ePHI access when employment or arrangement ends.,"The regulation clause requires policies and procedures specifically for authorizing access to ePHI. The provided SOP evidence is entirely scoped to supply chain security, vendor onboarding, and third-party risk tiering, with no mention of internal workforce access authorization, clearance, or termination. This represents a complete absence of the required control for a high-risk area, constituting a critical gap."
HIPAA-PHY-3,Device and Media Controls,HIPAA Security Rule,SOP-ITOP-014,IT Asset Management,IT Operations & Infrastructure,gap,critical,,"The SOP entirely lacks policies and procedures governing the removal of hardware and electronic media containing ePHI, as required by 45 CFR § 164.310(d)(1). There is no mention of disposal, reuse, accountability, or tracking for media or devices leaving the facility.",Develop and implement a formal 'Device and Media Removal' procedure within this SOP or a linked SOP. This must include: (1) a process for sanitizing or destroying ePHI before device/media disposal or reuse per NIST SP 800-88; (2) a chain-of-custody tracking mechanism for assets leaving Meridian control; (3) formal approval and logging requirements for the removal of any ePHI-containing asset from the facility; and (4) integration of the removal event into the asset lifecycle state model in the CMDB.,"The regulation clause specifically requires policies for the receipt and removal of hardware and electronic media containing ePHI. While SOP-ITOP-014 details receipt, intake, and assignment procedures, it contains no procedures for the removal, decommissioning, disposal, or reuse of such assets. This is a complete absence of a required control for a high-risk area, constituting a critical gap."
HIPAA-ADM-8,Evaluation,HIPAA Security Rule,SOP-ISEC-008,Cryptographic Controls and Key Management,Information Security,gap,critical,,"The SOP entirely lacks any provision for performing periodic technical and nontechnical evaluations of security policies and procedures to determine the extent to which they meet Security Rule requirements, as mandated by HIPAA-ADM-8. There is no mention of evaluation frequency, scope, methodology, documentation, or joint evaluations with business associates.","Develop and implement a formal, documented periodic evaluation program (e.g., an annual Security Rule compliance assessment) that includes both technical testing (e.g., vulnerability scans, penetration tests) and non-technical reviews (e.g., policy and procedure walkthroughs, interviews). This program must be triggered by environmental or operational changes and, where applicable, conducted jointly with business associates. Document the scope, methodology, findings, and remediation plans for each evaluation cycle.","The regulation requires a periodic evaluation process that assesses the effectiveness of security policies against the HIPAA Security Rule. The provided SOP focuses exclusively on cryptographic controls and key management, with no reference to an overarching evaluation program. This constitutes a complete absence of the required control, making it a critical gap."
HIPAA-ADM-7,Contingency Plan,HIPAA Security Rule,SOP-LEGC-009,Compliance Training Program,Legal & Compliance,gap,critical,,"The SOP SOP-LEGC-009 — Compliance Training Program does not address the establishment or implementation of policies and procedures for responding to an emergency that damages systems containing ePHI, as required by HIPAA-ADM-7. There is no mention of a contingency plan, data backup plan, disaster recovery plan, emergency mode operation plan, or testing and revision procedures within the training curriculum or any other part of the provided SOP evidence.","Develop and implement a dedicated contingency plan SOP that includes a data backup plan, disaster recovery plan, emergency mode operation plan, and testing/revision procedures. Integrate role-based training on this contingency plan into the existing training matrix, specifically for IT Operations, Cloud Security Engineers, and any other personnel responsible for system recovery, as part of the 'HIPAA Security Rule for IT Admins' or a new dedicated module.","The regulation clause requires the establishment of policies and procedures for emergency response to protect ePHI. The provided SOP is exclusively focused on a compliance training program and contains no evidence of any contingency planning policies, procedures, or related training content. This represents a complete absence of the required control, which is a critical gap for a high-risk area involving the availability and integrity of ePHI."
HIPAA-PHY-2,Workstation Use and Security,HIPAA Security Rule,SOP-ISEC-013,Physical Security Controls,Information Security,partial,high,"Workstation Security (45 CFR §164.310(b)): The Clean Desk Policy, physical locks for workstations, and session-locking procedures (Section 5.6) restrict unauthorized access to workstations that may hold or provide access to ePHI.","The SOP addresses workstation security (restricting access) but does not include policies or procedures that specify the proper functions to be performed on workstations accessing ePHI, the manner in which those functions are to be performed, or the physical attributes of the workstation surroundings, as required by the Workstation Use standard at §164.310(b). The regulation citation in the SOP is also mislabeled as 'Workstation Security' for subsection (b), when (b) actually covers Workstation Use.","Develop and document a dedicated Workstation Use policy that specifies: (1) the authorized functions that can be performed on workstations accessing ePHI (e.g., no personal email, no unauthorized data downloads); (2) the manner of performing those functions (e.g., mandatory log-off after inactivity, prohibition of ePHI display in public view); and (3) the required physical attributes of the workstation surroundings (e.g., privacy screens, positioning away from public walkways, secure disposal bins). Correct the regulatory citation in Section 6.2 to accurately map §164.310(b) to Workstation Use and §164.310(c) to Workstation Security.","The SOP demonstrates strong physical access controls and workstation security measures (locks, session-locking) which partially satisfy §164.310(c). However, it completely omits the distinct requirements of §164.310(b) for Workstation Use, which mandates specifying proper functions, manner of performance, and physical surroundings for workstations accessing ePHI. The mislabeling of the regulation citation further indicates a misunderstanding of the separate standards, making this a significant gap that could lead to a regulatory finding during a HIPAA audit."
HIPAA-TECH-1,Access Control,HIPAA Security Rule,SOP-ISEC-004,Endpoint Protection and Management,Information Security,gap,critical,,"The SOP entirely lacks any dedicated section, procedure, or policy statement addressing technical access controls for electronic information systems. There is no mention of unique user identification, emergency access procedures, automatic logoff, or encryption/decryption mechanisms as required by the HIPAA Security Rule. The SOP focuses on endpoint provisioning, EDR, and incident response but omits the foundational requirement to implement policies and procedures that allow access only to authorized persons or software programs.","Develop and integrate a comprehensive access control policy and procedure into the SOP suite. This must include, at a minimum: (1) a policy statement mandating that only authorized persons and software programs may access ePHI systems; (2) procedures for implementing unique user identification and authentication (e.g., referencing Okta MFA integration for system access, not just device login); (3) procedures for granting, reviewing, and revoking access based on role; (4) implementation of automatic logoff or session lock after a defined period of inactivity; and (5) an emergency access procedure. Reference this new policy within SOP-ISEC-004 or create a dedicated SOP for access control.","The regulation clause requires implementing technical policies and procedures for access control. The provided SOP (SOP-ISEC-004) details endpoint provisioning, configuration baselines, and EDR operations, but it does not establish or reference any technical access control policies or procedures. While it mentions standard user privileges and a PAM solution, it fails to address the core requirement of defining and enforcing who or what software is authorized to access electronic information systems, which is a fundamental gap."
HIPAA-ADM-3,Workforce Security,HIPAA Security Rule,SOP-ISEC-005,Vulnerability Management and Patching,Information Security,gap,critical,,"The SOP-ISEC-005 Vulnerability Management and Patching document contains no policies or procedures addressing workforce security, authorization, supervision, or access controls to ePHI as required by 45 CFR § 164.308(a)(3). The SOP is entirely focused on technical vulnerability management and patching of systems, with no mention of workforce member access provisioning, termination procedures, or prevention of unauthorized workforce access to ePHI.","Develop and implement a dedicated workforce security policy that addresses: (1) authorization procedures for granting ePHI access based on job role and minimum necessary standard; (2) supervision protocols for workforce members with ePHI access; (3) procedures for timely termination or modification of access upon role change or employment termination; (4) periodic access reviews and recertification; and (5) integration with identity and access management systems. This policy should be documented in a separate SOP or added as a new section to an existing access management SOP, with clear mapping to HIPAA § 164.308(a)(3).","The assessed SOP (SOP-ISEC-005) exclusively covers vulnerability management and patching processes, which are technical controls under § 164.308(a)(5) (Security Management Process) and § 164.312 (Technical Safeguards). It contains zero provisions related to workforce security as defined in § 164.308(a)(3), which requires policies and procedures to ensure appropriate workforce access to ePHI and prevent unauthorized access. This represents a complete absence of the required administrative safeguard for workforce security, constituting a critical gap that would likely result in an OCR enforcement finding during an audit. The SOP's HIPAA mapping section is incomplete (cut off mid-sentence) and does not reference workforce security requirements."
HIPAA-ADM-5,Security Awareness and Training,HIPAA Security Rule,SOP-ISEC-003,Network Security and Segmentation,Information Security,gap,critical,"| `SEC-TRN-GEN-001`: Security Awareness (Phishing, Physical Security) | All Meridian employees | Annually | LMS (KnowBe4) | Workday Learning transcript |","The SOP only mandates security awareness training for 'All Meridian employees' via a single module (SEC-TRN-GEN-001) focused on phishing and physical security. It does not establish a comprehensive security awareness and training program for all workforce members, including management, as required. The scope is limited to employees and does not explicitly cover non-employee workforce members such as contractors, consultants, and third-party service providers. Furthermore, the training content is narrowly defined and does not address the broader HIPAA security awareness topics like password management, malware protection, or procedures for handling PHI.","Revise SOP-ISEC-003, Section 9, to explicitly mandate a comprehensive HIPAA Security Awareness and Training program for all workforce members (including employees, contractors, consultants, and management). The program must cover all required topics per 45 CFR § 164.308(a)(5), such as password management, malware protection, and PHI handling procedures. Update the training assignment table to include all workforce roles and ensure the training content is mapped to HIPAA requirements, not just phishing and physical security.","The regulation requires a security awareness and training program for all workforce members, including management. The SOP's training section (Section 9) only assigns a general security awareness module to 'All Meridian employees', which fails to include the full definition of 'workforce' under HIPAA (e.g., contractors, consultants). Additionally, the training content is limited to phishing and physical security, lacking the comprehensive scope of a HIPAA-mandated security awareness program. This constitutes a complete absence of the required control for a significant portion of the workforce and a critical deficiency in program scope."
HIPAA-PHY-1,Facility Access Controls,HIPAA Security Rule,SOP-DGP-002,Data Retention and Disposal,Data Governance & Privacy,gap,critical,,"The SOP-DGP-002 'Data Retention and Disposal' does not contain any policies or procedures for limiting physical access to electronic information systems or the facilities housing them. The regulation clause HIPAA-PHY-1 requires implementing facility access controls, but the provided SOP text is entirely focused on data lifecycle management, retention, and disposal, with no mention of physical safeguards, facility access, or controls to secure physical locations of electronic systems.","Develop and implement a dedicated physical security SOP (or integrate a comprehensive section into an existing security SOP) that addresses facility access controls. This must include, at minimum: procedures for granting and revoking physical access to data centers and server rooms; a visitor management and escort policy; use of access control mechanisms (e.g., badge readers, biometrics); procedures for reviewing access logs; and integration with the contingency plan. This new SOP should be cross-referenced in the 'Out of Scope' or 'Related Documents' section of SOP-DGP-002.","The assessed SOP (SOP-DGP-002) covers data retention and disposal, which is a separate administrative safeguard. The regulation clause specifically mandates policies and procedures for physical access to systems and facilities, a topic completely absent from the provided evidence. This represents a complete gap for a high-risk area, as physical security is a foundational HIPAA requirement. The lack of any relevant text in the SOP confirms a critical non-compliance."
HIPAA-ADM-4,Information Access Management,HIPAA Security Rule,SOP-DGP-002,Data Retention and Disposal,Data Governance & Privacy,gap,critical,,"The SOP-DGP-002 focuses exclusively on data retention, disposal, and legal hold procedures. It contains no policies or procedures for authorizing access to ePHI, including access establishment, modification, or termination as required by HIPAA-ADM-4. There is no mention of workforce clearance procedures or termination procedures for access to ePHI.","Develop and implement a separate, dedicated SOP for Information Access Management that addresses HIPAA § 164.308(a)(4). This SOP must include, at a minimum, procedures for access establishment (e.g., role-based access control, least privilege), access modification, and workforce clearance. It must also include termination procedures to promptly revoke access to ePHI when a workforce member's employment ends.","The regulation clause requires policies and procedures for authorizing access to ePHI, which is a fundamental administrative safeguard. The provided SOP covers data lifecycle management (retention and disposal) but is entirely silent on the subject of access authorization. This represents a complete absence of the required control for a high-risk area, as unauthorized access to ePHI is a primary threat vector."
HIPAA-PHY-3,Device and Media Controls,HIPAA Security Rule,SOP-ISEC-012,Security Logging and Monitoring,Information Security,gap,critical,,"The SOP 'SOP-ISEC-012 — Security Logging and Monitoring' does not contain any policies or procedures governing the receipt and removal of hardware and electronic media containing ePHI, as required by 45 CFR § 164.310(d). The document is entirely focused on logging, monitoring, and incident response controls.","Develop and implement a separate, dedicated policy or a new section within the relevant physical security SOP that explicitly addresses the receipt and removal of hardware and electronic media containing ePHI. This must include procedures for media sanitization, disposal, re-use, and accountability tracking, as mandated by the Device and Media Controls standard.","The assessed SOP (SOP-ISEC-012) covers Security Logging and Monitoring, which is a technical safeguard under § 164.312(b). The regulation clause under assessment, HIPAA-PHY-3, is a physical safeguard under § 164.310(d) requiring policies for the receipt and removal of hardware and media containing ePHI. The provided SOP evidence contains no mention of hardware, media, receipt, removal, disposal, or re-use, representing a complete absence of the required control for this high-risk area."
HIPAA-ADM-6,Security Incident Procedures,HIPAA Security Rule,SOP-ISEC-012,Security Logging and Monitoring,Information Security,gap,critical,The security incident response process is activated by SIEM/SOAR alerting. The effectiveness of this hand-off is regularly measured.,"The SOP focuses exclusively on logging, monitoring, and detection controls. It completely lacks dedicated policies and procedures for security incident response and reporting as required by § 164.308(a)(6). There is no defined incident response plan, no reporting procedures, no roles and responsibilities for incident handling, and no documentation of how incidents are mitigated or reported to affected parties or authorities.","Develop and implement a standalone Security Incident Response Policy and Procedure document that defines: 1) incident identification and classification criteria, 2) formal response team roles and responsibilities, 3) containment, eradication, and recovery procedures, 4) internal and external reporting requirements including breach notification to affected individuals and HHS, and 5) post-incident review and documentation processes. This should be integrated with the existing SIEM alerting hand-off mentioned in SOC2-LM-004.","The assessed SOP (SOP-ISEC-012) is a Security Logging and Monitoring procedure that addresses detection capabilities but does not constitute the required policies and procedures to address security incidents including response and reporting. While SOC2-LM-004 mentions that 'the security incident response process is activated by SIEM/SOAR alerting,' the actual incident response process itself is not documented within this SOP or provided as evidence. The regulation requires comprehensive incident response procedures, not just detection mechanisms, and the complete absence of documented response and reporting procedures represents a critical gap that would likely result in an OCR finding."
